newId,SP,Region,RCRegion,Province,Residence,Gender,Dis,District,VillageNeighborhood,Lon,Lat,wave,Urbanity,Village,UrbanRuralStatus,UrbanRuralStatus14,DariVillage,Kishstartnumber,Urban,Metro,district_TAF_2015,Name,client
22014672,672,4. South Western,,27. Helmand,,female,,Marjah,,64.07694,31.50411,2014,,MARJA BLOCK 9-B-1 replaced with MARJA BLOCK D-5,1. Rural,,9-B-1  ????? ????,7,,,,,TAF
22014673,673,4. South Western,,27. Helmand,,male,,Marjah,,64.09121,31.37477,2014,,MARJA BLOCK E-10 replaced with MARJA BLOCK 9-D,1. Rural,,E-10  ????? ????,3,,,,,TAF
22014674,674,4. South Western,,27. Helmand,,male,,Musa Qalah,,64.75603,32.3454,2014,,GHARTALA KALAY,1. Rural,,????? ???,9,,,,,TAF
22014675,675,4. South Western,,27. Helmand,,male,,Musa Qalah,,,,2014,,KAS SHARBAT replaced with Waska,1. Rural,,?? ????,5,,,,,TAF
22014676,676,4. South Western,,27. Helmand,,female,,Nad Ali,,64.30558,31.63997,2014,,KUROR BAGH CHAH ANJIR,1. Rural,,???? ??? ??? ?????,1,,,,,TAF
22014677,677,4. South Western,,27. Helmand,,female,,Nad Ali,,64.31096,31.70915,2014,,SULTAN KALAY YA HAJI FAIZULLAH replaced with WAKIL TALIB  WAKIL ZAHIR KALAY,1. Rural,,????? ??? ?? ???? ??? ????,7,,,,,TAF
22014678,678,4. South Western,,27. Helmand,,female,,Nad Ali,,64.1921,31.60351,2014,,WAKIL ALAULDIN KALAY replaced with SHAGI BILAND DAW,1. Rural,,???? ????????? ???,3,,,,,TAF
22014679,679,4. South Western,,27. Helmand,,female,,Nad Ali,,64.20925,31.66899,2014,,HAJI PAIR KHAN replaced with NOW ABAD KAKARAN,1. Rural,,???? ??? ???,9,,,,,TAF
22014680,680,4. South Western,,27. Helmand,,male,,Nad Ali,,64.15023,31.53693,2014,,MIR GANJ 25 FATTIH MOHAMMAD replaced with SULAIMAN KHAIL,1. Rural,,??? ??? 25 ??? ????,5,,,,,TAF
22014681,681,4. South Western,,27. Helmand,,male,,Nad Ali,,64.34957,31.74635,2014,,GURGAN KALAY,1. Rural,,????? ???,1,,,,,TAF
22014682,682,4. South Western,,27. Helmand,,male,,Nad Ali,,64.26928,31.69384,2014,,NAQEL ABAD,1. Rural,,???? ????,7,,,,,TAF
22014683,683,4. South Western,,27. Helmand,,male,,Nad Ali,,64.17774,31.55118,2014,,HAJI ABDULLAH JAN WA HALAM KHAN replaced with BALOCH HA,1. Rural,,???? ??????? ??? ? ??? ???,3,,,,,TAF
22014684,684,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,,,2014,,KAKARAN JUNOBI replaced with Shamsi Zai,1. Rural,,?????? ?????,9,,,,,TAF
22014685,685,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.59151,31.81441,2014,,PAYEN QALA replaced with NAHER SARDAR,1. Rural,,????? ????,5,,,,,TAF
22014686,686,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.54328,31.79383,2014,,PAI YAKHCHAL replaced with SAYIDAN,1. Rural,,??? ?????,1,,,,,TAF
22014687,687,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.65688,31.68434,2014,,SHAKH POPAL ZAI,1. Rural,,??? ???? ??,7,,,,,TAF
22014688,688,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.50828,31.64399,2014,,TAK MAKHTAR,1. Rural,,?? ????,3,,,,,TAF
22014689,689,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.49564,31.76235,2014,,CHAHAR COSA,1. Rural,,???? ????,9,,,,,TAF
22014690,690,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.56293,31.84174,2014,,ABDUL RAUF SHELA,1. Rural,,???????? ????,5,,,,,TAF
22014691,691,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.59524,31.81787,2014,,NOOR ZAYE SHAMALY,1. Rural,,??? ???? ?????,1,,,,,TAF
22014692,692,4. South Western,,27. Helmand,,female,,Nahr-i-saraj,,64.5381,31.841,2014,,BAR SHELA HAJI WAZEER,1. Rural,,?????? ???? ????,7,,,,,TAF
22014693,693,4. South Western,,27. Helmand,,male,,Nahr-i-saraj,,64.53147,31.79385,2014,,SAR TAKHT,1. Rural,,?????,3,,,,,TAF
22014694,694,4. South Western,,27. Helmand,,male,,Nahr-i-saraj,,,,2014,,NAZERAN KALAY replaced with Mehmari,1. Rural,,?????? ???,9,,,,,TAF
22014695,695,4. South Western,,27. Helmand,,female,,Nawa-i-barukzai,,64.27205,31.40044,2014,,SHOR SHARAK LANDI  WIYALA replaced with GUL AQA LAL M.WA MUSSA KALAY,1. Rural,,??? ??? ???? ?????,5,,,,,TAF
22014696,696,4. South Western,,27. Helmand,,female,,Nawa-i-barukzai,,,,2014,,SULTAN HAJI SANGIN replaced with Mata Khil,1. Rural,,????? ???? ?????,1,,,,,TAF
22014697,697,4. South Western,,27. Helmand,,female,,Nawa-i-barukzai,,64.3096,31.35327,2014,,SAYYID AQA NOOR WA QAZI KHAIL,1. Rural,,??? ??? ??? ? ???? ???,7,,,,,TAF
22014698,698,4. South Western,,27. Helmand,,male,,Nawa-i-barukzai,,64.33764,31.47474,2014,,SHOR SHORAK MULLAH MOHAMMAD replaced with NAQELIN GAWHAR GIN,1. Rural,,??? ???? ??? ????,3,,,,,TAF
22014699,699,4. South Western,,27. Helmand,,male,,Nawa-i-barukzai,,64.28652,31.34038,2014,,SULTAN MOHAMMAD GHULAM NABI,1. Rural,,????? ???? ???? ???,9,,,,,TAF
22014700,700,4. South Western,,27. Helmand,,male,,Nawa-i-barukzai,,64.31697,31.4741,2014,,NAQELIN SHORA GAZ,1. Rural,,?????? ???? ??,5,,,,,TAF
22014701,701,4. South Western,,27. Helmand,,male,,Nawzad,,,,2014,,CHAMCHALAK replaced with Ghareban ,1. Rural,,?????,1,,,,,TAF
22014702,702,4. South Western,,27. Helmand,,male,,Nawzad,,,,2014,,POZI SANG replaced with Garghai,1. Rural,,??????,7,,,,,TAF
22014703,703,4. South Western,,27. Helmand,,male,,Reg-i-khan Nishin,,,,2014,,Intercept Interviews,1. Rural,,,,,,,,TAF
22014704,704,4. South Western,,27. Helmand,,male,,Sangin,,64.94289,32.14946,2014,,PAN KALAY JUNOBI replaced with BALO ZAI ,1. Rural,,??? ??? ?????,9,,,,,TAF
22014705,705,4. South Western,,27. Helmand,,male,,Sangin,,64.8337,32.07215,2014,,MALMONA YA MEHRAN replaced with BAZAR SANGIN,1. Rural,,?????? ?? ?????,5,,,,,TAF
22014706,706,4. South Western,,27. Helmand,,male,,Sangin,,64.97126,32.19453,2014,,SHOR AB replaced with BARUKZAI,1. Rural,,??? ??,1,,,,,TAF
22015659,659,4. South Western,,27. Helmand,,female,,2,,64.36075,31.58536,2015,,,,,,,2. Urban,2. Town,345. Lashkar Gah,Sar Kar replaced with Doctor Baqi Chawk,TAF
22015660,660,4. South Western,,27. Helmand,,female,,2,,64.38126,31.59404,2015,,,,,,,2. Urban,2. Town,345. Lashkar Gah, See Two C-2,TAF
22015661,661,4. South Western,,27. Helmand,,male,,,,",64.364727",31.59744,2015,,,,,,,2. Urban,2. Town,345. Lashkar Gah,Kamp Mahajerin,TAF
22015662,662,4. South Western,,27. Helmand,,male,,,,64.3832,31.6112,2015,,,,,,,2. Urban,2. Town,345. Lashkar Gah,See Three C-3,TAF
22015663,663,4. South Western,,27. Helmand,,female,,2,,,,2015,,,,,,,1. Rural,1. Village,345. Lashkar Gah,HAJI HABIBULLAH replaced with Kariz Aji Abdul Wahid,TAF
22015664,664,4. South Western,,27. Helmand,,female,,2,,,,2015,,,,,,,1. Rural,1. Village,345. Lashkar Gah,AMANULLAH AMIR replaced with Nazar Mohammad Kariz,TAF
22015665,665,4. South Western,,27. Helmand,,male,,,,64.35748,31.49695,2015,,,,,,,1. Rural,1. Village,345. Lashkar Gah,BOLANI HAJI MULLAH BALAN replaced with FAQIRANO BIST,TAF
22015666,666,4. South Western,,27. Helmand,,male,,,,64.39028,31.55757,2015,,,,,,,1. Rural,1. Village,345. Lashkar Gah,DAHI AFGAN replaced with KOCHENI KARAIZ,TAF
22015667,667,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,343. Baghran,Intercept Interview,TAF
22015668,668,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,343. Baghran,Intercept Interview,TAF
22015669,669,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,343. Baghran,Intercept Interview,TAF
22015670,670,4. South Western,,27. Helmand,,female,,2,,63.97853,30.54585,2015,,,,,,,1. Rural,1. Village,342. Garm Ser,KARAM ZAI HAJI MOHAMMAD NADIR replaced with NAQELEN MIR HAMZA AGHA,TAF
22015671,671,4. South Western,,27. Helmand,,female,,2,,64.16124,30.93666,2015,,,,,,,1. Rural,1. Village,342. Garm Ser,HAJI MOHAMMAD ALI,TAF
22015672,672,4. South Western,,27. Helmand,,female,,2,,64.19044,31.09396,2015,,,,,,,1. Rural,1. Village,342. Garm Ser,HAJI KARIM DAD BALOCH replaced with HAJHI WAZER RAHMT KHAN,TAF
22015673,673,4. South Western,,27. Helmand,,female,,2,,64.11327,30.86633,2015,,,,,,,1. Rural,1. Village,342. Garm Ser,MOHAMMAD OMER KHAN WA NAQEL,TAF
22015674,674,4. South Western,,27. Helmand,,male,,,,64.07333,30.69466,2015,,,,,,,1. Rural,1. Village,342. Garm Ser,MULLAH RANGIN WA SHAH WALI,TAF
22015675,675,4. South Western,,27. Helmand,,male,,,,64.04228,30.63556,2015,,,,,,,1. Rural,1. Village,342. Garm Ser,AKHLAS KHAN,TAF
22015676,676,4. South Western,,27. Helmand,,male,,,,64.17715,30.9489,2015,,,,,,,1. Rural,1. Village,342. Garm Ser,HAJI SHAIR MOHAMMAD KHAN,TAF
22015677,677,4. South Western,,27. Helmand,,male,,,,64.22726,31.11177,2015,,,,,,,1. Rural,1. Village,342. Garm Ser,SULTAN MOHAMMAD,TAF
22015678,678,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,344. Kajaki,Intercept Interview,TAF
22015679,679,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,344. Kajaki,Intercept Interview,TAF
22015680,680,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,344. Kajaki,Intercept Interview,TAF
22015681,681,4. South Western,,27. Helmand,,female,,2,,,,2015,,,,,,,1. Rural,1. Village,417. Marjah,MARJA BLOCK 7-D replaced with Asekzo Bulak,TAF
22015682,682,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,417. Marjah,WAKIL GHULAM MOHAMMAD replaced with Marja Bulak 5-F,TAF
22015683,683,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,347. Musa Qalah,Intercept Interview,TAF
22015684,684,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,347. Musa Qalah,Intercept Interview,TAF
22015685,685,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,347. Musa Qalah,Intercept Interview,TAF
22015686,686,4. South Western,,27. Helmand,,female,,2,,64.32813,31.71115,2015,,,,,,,1. Rural,1. Village,339. Nad Ali,HAZARA HA,TAF
22015687,687,4. South Western,,27. Helmand,,female,,2,,64.25288,31.59595,2015,,,,,,,1. Rural,1. Village,339. Nad Ali,GUROP 4,TAF
22015688,688,4. South Western,,27. Helmand,,female,,2,,64.27197,31.68144,2015,,,,,,,1. Rural,1. Village,339. Nad Ali,KHUDAYDAD KALAY,TAF
22015689,689,4. South Western,,27. Helmand,,female,,2,,64.23845,31.64215,2015,,,,,,,1. Rural,1. Village,339. Nad Ali,MARKAZI NAD ALI,TAF
22015690,690,4. South Western,,27. Helmand,,male,,,,64.28779,31.69071,2015,,,,,,,1. Rural,1. Village,339. Nad Ali,SHPAZH JARIBAN,TAF
22015691,691,4. South Western,,27. Helmand,,male,,,,64.26046,31.65333,2015,,,,,,,1. Rural,1. Village,339. Nad Ali,ZABIR ABAD KALAY replaced with ZARGHON KALAY WAKIL MALANG,TAF
22015692,692,4. South Western,,27. Helmand,,male,,,,64.21096,31.69825,2015,,,,,,,1. Rural,1. Village,339. Nad Ali,NAW ABAD SAIFON,TAF
22015693,693,4. South Western,,27. Helmand,,male,,,,64.28599,31.67484,2015,,,,,,,1. Rural,1. Village,339. Nad Ali,AYOUB KALAY replaced with CHAH ANJIR WA SHERBAN,TAF
22015694,694,4. South Western,,27. Helmand,,female,,2,,,,2015,,,,,,,1. Rural,1. Village,340. Nahr-i-saraj,SHAKH POPAL ZAI replaced with Langar Shah,TAF
22015695,695,4. South Western,,27. Helmand,,female,,2,,,,2015,,,,,,,1. Rural,1. Village,340. Nahr-i-saraj,HAFIZI replaced with Hazaragan,TAF
22015696,696,4. South Western,,27. Helmand,,female,,2,,64.56769,31.82195,2015,,,,,,,1. Rural,1. Village,340. Nahr-i-saraj,NAZERAN KALAY replaced with MOHAMMAD ZAI,TAF
22015697,697,4. South Western,,27. Helmand,,female,,2,,,,2015,,,,,,,1. Rural,1. Village,340. Nahr-i-saraj,WARDAK replaced with Dehmazang,TAF
22015698,698,4. South Western,,27. Helmand,,male,,,,64.59804,31.71732,2015,,,,,,,1. Rural,1. Village,340. Nahr-i-saraj,ABAZAN,TAF
22015699,699,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,340. Nahr-i-saraj,TAMBA replaced with Qazian,TAF
22015700,700,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,340. Nahr-i-saraj,AKHUND ZADA KHAIL replaced with Shila Abdul Rahoof,TAF
22015701,701,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,340. Nahr-i-saraj,TAKHTEYAN replaced with Hajian,TAF
22015702,702,4. South Western,,27. Helmand,,female,,2,,,,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,HAYNAK HAJI SANAM,TAF
22015703,703,4. South Western,,27. Helmand,,female,,2,,64.32627,31.38959,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,JUMA KHAN ABDUL KARIM WA RAMAZAN replaced with KHUDAY NAZAR WA MASOM KHAN,TAF
22015704,704,4. South Western,,27. Helmand,,female,,2,,64.3096,31.35327,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,SAYYID AQA NOOR WA QAZI KHAIL,TAF
22015705,705,4. South Western,,27. Helmand,,female,,2,,64.30305,31.34057,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,SAYYID ABAD replaced with GHULAM RASOL,TAF
22015706,706,4. South Western,,27. Helmand,,female,,2,,64.3298,31.53987,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,HAYNAK,TAF
22015707,707,4. South Western,,27. Helmand,,female,,2,,64.27205,31.40044,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,SHOR SHORAK MULLAH MOHAMMAD replaced with GUL AQA LAL M.WA MUSSA KALAY,TAF
22015708,708,4. South Western,,27. Helmand,,female,,2,,64.32618,31.43155,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,ABUULLAH,TAF
22015709,709,4. South Western,,27. Helmand,,female,,2,,64.17365,31.19432,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,NADIR KHAN,TAF
22015710,710,4. South Western,,27. Helmand,,female,,2,,64.34115,31.39909,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,KAKARAN WAKIL RAZ MOHAMMAD replaced with NAQELINI BILAK AWAL,TAF
22015711,711,4. South Western,,27. Helmand,,female,,2,,64.26851,31.35206,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,ABDUL RAUF,TAF
22015712,712,4. South Western,,27. Helmand,,female,,2,,64.17915,31.20003,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,HASIM KHAN WA KHATIM KHAN,TAF
22015713,713,4. South Western,,27. Helmand,,female,,2,,64.24804,31.30748,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,ALLAH YAR WA HAJI MOHAMMAD HANIF,TAF
22015714,714,4. South Western,,27. Helmand,,female,,2,,64.31489,31.44713,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,HAJI MOHAMMAD OMER KHAN,TAF
22015715,715,4. South Western,,27. Helmand,,female,,2,,64.33764,31.47474,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,NAQELIN GAWHAR GIN,TAF
22015716,716,4. South Western,,27. Helmand,,female,,2,,64.2565,31.34475,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,HAJI  IBRAHIM,TAF
22015717,717,4. South Western,,27. Helmand,,female,,2,,64.27452,31.29728,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,HAJI FIYROZ SHAH,TAF
22015718,718,4. South Western,,27. Helmand,,female,,2,,64.32864,31.40215,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,TA BANDI KHALAJ,TAF
22015719,719,4. South Western,,27. Helmand,,female,,2,,64.31414,31.37297,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,SOR GUL,TAF
22015720,720,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,NAW ABAD SAYYID ABAD replaced with SAR PAZHI KHALIFA MOHAMMAD YOUSUF,TAF
22015721,721,4. South Western,,27. Helmand,,male,,,,64.28652,31.34038,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,SHOR SHARAK PIR MOHAMMAD KALAY replaced with SULTAN MOHAMMAD GHULAM NABI,TAF
22015722,722,4. South Western,,27. Helmand,,male,,,,64.2752,31.32919,2015,,,,,,,1. Rural,1. Village,341. Nawa-i-barukzai,NAQELIN SHORA GAZ replaced with ABDUL ALI-HAJI MUSSA,TAF
22015723,723,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,348. Nawzad,Intercept Interview,TAF
22015724,724,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,348. Nawzad,Intercept Interview,TAF
22015725,725,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,349. Reg-i-khan Nishin,Intercept Interview,TAF
22015726,726,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,346. Sangin,Intercept Interview,TAF
22015727,727,4. South Western,,27. Helmand,,male,,,,,,2015,,,,,,,1. Rural,1. Village,346. Sangin,Intercept Interview,TAF
22015728,728,4. South Western,,27. Helmand,,male,,,,64.05244,32.00942,2015,,,,,,,1. Rural,1. Village,351. Washer,KARWAN GAH replaced with Intercept Interview,TAF
22016659,659,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,64.36461,31.60734,2016,,Safyan,2. Urban,2.Town,??????,3,,,,,TAF
22016660,660,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,Mahlimino Numri,2. Urban,2.Town,??????? ????,9,,,,,TAF
22016661,661,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,",64.364727",31.59744,2016,,Kamp Mahajerin,2. Urban,2.Town,??? ???????,5,,,,,TAF
22016662,662,4. South Western,,27. Helmand,,male,,345. Lashkar Gah,,64.35379,31.57356,2016,,Qala Kohna,2. Urban,2.Town,???? ????,1,,,,,TAF
22016663,663,4. South Western,,27. Helmand,,male,,345. Lashkar Gah,,64.374733,31.597837,2016,,Talibano Numri,2. Urban,2.Town,??????? ????,7,,,,,TAF
22016664,664,4. South Western,,27. Helmand,,male,,340. Nahr-i-saraj,,,,2016,,Lashkargah,2. Urban,2.Town,,3,,,,,TAF
22016665,665,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,ABDUL NABI replaced with Lab joi,1. Rural,1. Village,????????,9,,,,,TAF
22016666,666,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,LALA GUL replaced with Ahmad Shahee Mina,1. Rural,1. Village,??????,5,,,,,TAF
22016667,667,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,DAKTAR BARID DAD replaced with Kart-e- Lagaan,1. Rural,1. Village,????? ????? ???,1,,,,,TAF
22016668,668,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,AKBARI KHAZANA DAR replace with Kasaba Deh Haqqani,1. Rural,1. Village,???? ????? ???,7,,,,,TAF
22016669,669,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,HAJI ABDUL HAMID replaced with C-1,1. Rural,1. Village,???? ?????????,3,,,,,TAF
22016670,670,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,ABDUL ZAHIR WA KHAN M.KALAY replaced with C-2,1. Rural,1. Village,????????? ? ??? ???? ???,9,,,,,TAF
22016671,671,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,M. HASHIM KHAN WA WAZIR KHAN KALAY replaced with B-3,1. Rural,1. Village,???? ???? ??? ? ???? ??? ???,5,,,,,TAF
22016672,672,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,GUL IKHTIYAR replaced with B-2,1. Rural,1. Village,?? ??????,1,,,,,TAF
22016673,673,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,BAHLOL replaced with 28 family,1. Rural,1. Village,?????,7,,,,,TAF
22016674,674,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,SHER BANDI replaced with Zol Tod tang,1. Rural,1. Village,??? ????,3,,,,,TAF
22016675,675,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,BISMULLAH replaced with Nawi Malemeenu Numre,1. Rural,1. Village,??? ????,9,,,,,TAF
22016676,676,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,JAMAL KALAY HAJI WALI JAN replaced with Mukhtar,1. Rural,1. Village,???? ??? ???? ??? ???,5,,,,,TAF
22016677,677,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,HAJI FAIZULLAH MOHAMMAD KHAN replaced with DR Baqi Chawk,1. Rural,1. Village,???? ??? ???? ???? ???,1,,,,,TAF
22016678,678,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,KHUDAY RAHIM WA MASSOM KALAY replaced with Kariz Haji Abdul Wahid ,1. Rural,1. Village,???? ??? ? ????? ???,7,,,,,TAF
22016679,679,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,64.32399,31.57346,2016,,LAL MOHAMMAD KHAN replaced with TAPA BOLAN,1. Rural,1. Village,??? ???? ???,3,,,,,TAF
22016680,680,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,ABDUL KARIM  KHAN replaced with Bulan Torjan Kalay,1. Rural,1. Village,????????? ???,9,,,,,TAF
22016681,681,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,64.3699,31.54724,2016,,AMANULLAH AMIR replaced with NAW ABAD KARAIZ,1. Rural,1. Village,???? ???? ????,5,,,,,TAF
22016682,682,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,64.3795,31.55261,2016,,HAJI GULAB-NOOR M.YAR MOHAMMAD replaced with MAHAJERIN KOCHNENI KARAIZ,1. Rural,1. Village,???? ???? - ??? ???? ??? ????,1,,,,,TAF
22016683,683,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,64.39028,31.55757,2016,,CHAR BAGH replaced with KOCHENI KARAIZ,1. Rural,1. Village,??? ???,7,,,,,TAF
22016684,684,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,MAZOULLAH replaced with Lashkari Bazar ,1. Rural,1. Village,???? ????,3,,,,,TAF
22016685,685,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,ALI SHER replaced with Zemarai Kala,1. Rural,1. Village,??? ???,9,,,,,TAF
22016686,686,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,KHUSH DIL KHAN MALANG replaced with Kart-e- Mamorin ,1. Rural,1. Village,????? ??? ????,5,,,,,TAF
22016687,687,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,MOHAMMAD ZAHIR replaced with Jadi Bust ,1. Rural,1. Village,???? ????,1,,,,,TAF
22016688,688,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,ABDUL AZIZ replaced with kart-e- malemeen,1. Rural,1. Village,?????????,7,,,,,TAF
22016689,689,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,SAFID MALOK replaced with Shaheed Ghaltan ,1. Rural,1. Village,???? ????,3,,,,,TAF
22016690,690,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,HAJI HAMID replaced with Zerahat Numre,1. Rural,1. Village,???? ????,9,,,,,TAF
22016691,691,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,KHAN KHAIL KALAY replaced with Kart-e-Ariana,1. Rural,1. Village,??? ??? ???,5,,,,,TAF
22016692,692,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,DOST MOHAMMAD KHAN replaced with Kart-e-Bank,1. Rural,1. Village,???? ???? ???,1,,,,,TAF
22016693,693,4. South Western,,27. Helmand,,male,,345. Lashkar Gah,,,,2016,,HIJI JAMALUDDIN KHAN replaced with Tang Zakhira,1. Rural,1. Village,???? ???? ????? ???,7,,,,,TAF
22016694,694,4. South Western,,27. Helmand,,male,,345. Lashkar Gah,,,,2016,,AGHA MOHAMMAD WA KHUDAY RAHM replaced with Haji Nazar Mohammad Kariz,1. Rural,1. Village,??? ???? ? ???? ???,3,,,,,TAF
22016695,695,4. South Western,,27. Helmand,,male,,340. Nahr-i-saraj,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016696,696,4. South Western,,27. Helmand,,male,,343. Baghran,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016697,697,4. South Western,,27. Helmand,,male,,343. Baghran,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016698,698,4. South Western,,27. Helmand,,male,,350. Dishu,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016699,699,4. South Western,,27. Helmand,,male,,342. Garm Ser,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016700,700,4. South Western,,27. Helmand,,male,,342. Garm Ser,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016701,701,4. South Western,,27. Helmand,,male,,342. Garm Ser,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016702,702,4. South Western,,27. Helmand,,male,,342. Garm Ser,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016703,703,4. South Western,,27. Helmand,,male,,344. Kajaki,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016704,704,4. South Western,,27. Helmand,,male,,344. Kajaki,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016705,705,4. South Western,,27. Helmand,,male,,344. Kajaki,,,,2016,,Intercept Interview,1. Rural,1. Village,,,,,,,TAF
22016706,706,4. South Western,,27. Helmand,,female,,345. Lashkar Gah,,,,2016,,HAJI ABDULLAH replaced with Wali Karam,1. Rural,1. Village,???? ???????,5,,,,,TAF
